,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Ostrovnoy,RU,68.0531,39.5131,15.76,84,100,8.37,light snow
346,Nhulunbuy,AU,-12.2333,136.7667,75.81,88,75,0.0,broken clouds
347,Acarau,BR,-2.8856,-40.12,81.73,75,20,16.78,few clouds
348,Rae Bareli,IN,26.2167,81.2333,62.73,50,81,4.94,broken clouds
349,Turukhansk,RU,65.8167,87.9833,-13.65,100,90,2.8,overcast clouds
350,Praia Da Vitoria,PT,38.7333,-27.0667,55.65,94,20,3.04,few clouds
351,Ahipara,NZ,-35.1667,173.1667,68.65,64,92,2.13,overcast clouds
352,Farafangana,MG,-22.8167,47.8333,68.99,67,99,3.76,overcast clouds
353,Odesskoye,RU,54.2111,72.9651,11.43,88,73,6.4,broken clouds
354,Cururupu,BR,-1.8283,-44.8683,79.61,79,59,3.76,broken clouds
355,Pyaozerskiy,RU,65.8333,31.1667,6.93,96,95,0.96,overcast clouds
356,Gonaives,HT,19.45,-72.6833,82.38,61,21,5.46,few clouds
357,Gorelki,RU,54.2747,37.6183,33.01,95,100,5.79,overcast clouds
358,Bonthe,SL,7.5264,-12.505,80.1,80,6,6.06,clear sky
359,Bouloupari,NC,-21.8667,166.05,80.51,67,47,2.48,scattered clouds
360,Gawler,AU,-34.6,138.7333,58.51,39,0,3.2,clear sky
361,Nyazepetrovsk,RU,56.0531,59.6028,24.01,66,98,5.26,overcast clouds
362,Barcelona,ES,41.3888,2.159,44.11,61,20,12.66,few clouds
363,Assiniboia,CA,49.6334,-105.9845,51.62,50,77,18.41,broken clouds
364,Mapiripan,CO,2.8892,-72.1256,83.28,76,61,5.08,broken clouds
365,Hami,CN,42.8,93.45,24.67,56,0,4.38,clear sky
366,Northam,GB,51.0333,-4.2167,38.82,71,72,20.6,broken clouds
367,Ternate,ID,0.8,127.4,78.78,81,100,1.45,overcast clouds
368,Ketchikan,US,55.3422,-131.6461,37.87,87,75,5.75,broken clouds
369,Puerto Carreno,CO,6.189,-67.4859,91.18,50,85,9.35,overcast clouds
370,Zhigansk,RU,66.7697,123.3711,-7.89,99,100,5.66,overcast clouds
371,Katsuura,JP,35.1333,140.3,42.91,56,5,2.06,clear sky
372,Namatanai,PG,-3.6667,152.4333,81.16,79,77,5.82,light rain
373,Moron,AR,-34.6534,-58.6198,65.89,95,100,6.89,light rain
374,Mandalgovi,MN,45.7625,106.2708,14.32,86,42,13.76,scattered clouds
375,Viedma,AR,-40.8135,-62.9967,74.21,24,0,8.97,clear sky
376,Nabire,ID,-3.3667,135.4833,75.99,90,97,3.56,overcast clouds
377,Alofi,NU,-19.0595,-169.9187,80.49,57,40,13.8,scattered clouds
378,Zhangye,CN,38.9342,100.4517,18.66,62,22,3.42,few clouds
379,Bauchi,NG,10.5,10.0,72.39,21,63,3.96,broken clouds
380,Grindavik,IS,63.8424,-22.4338,43.27,100,90,12.66,light intensity drizzle
381,Virginia Beach,US,36.8529,-75.978,62.64,29,75,10.36,broken clouds
382,Hervey Bay,AU,-25.2986,152.8535,71.71,87,52,14.18,broken clouds
383,Yumen,CN,40.2833,97.2,20.01,47,0,14.88,clear sky
384,Diffa,NE,13.3154,12.6113,75.45,15,44,6.58,scattered clouds
385,Baleshwar,IN,21.4942,86.9317,64.06,53,39,5.12,scattered clouds
386,Gamba,GA,-2.65,10.0,77.09,89,57,7.2,moderate rain
387,Goulburn,AU,-34.75,149.7167,50.47,85,94,5.75,overcast clouds
388,Itoman,JP,26.1247,127.6694,70.57,76,75,12.66,light rain
389,San Jose,US,37.3394,-121.895,71.42,46,20,3.44,haze
390,Wenling,CN,28.3669,121.36,59.38,92,87,8.48,overcast clouds
391,Korla,CN,41.7597,86.1469,23.05,53,0,3.11,clear sky
392,Itaituba,BR,-4.2761,-55.9836,91.56,58,40,4.61,scattered clouds
393,Teseney,ER,15.11,36.6575,82.35,42,1,12.86,clear sky
394,Qaqortoq,GL,60.7167,-46.0333,37.9,98,100,9.19,light rain
395,Yatou,CN,37.15,122.3833,49.87,86,99,3.42,overcast clouds
396,Minab,IR,27.1467,57.0801,71.1,79,3,2.46,clear sky
397,Wanaka,NZ,-44.7,169.15,62.94,47,8,3.36,clear sky
398,Malkangiri,IN,18.35,81.9,68.32,71,97,2.17,overcast clouds
399,Half Moon Bay,US,37.4636,-122.4286,66.38,65,1,0.0,clear sky
400,Nantucket,US,41.2835,-70.0995,42.91,75,90,6.91,light rain
401,Jinchang,CN,38.4953,102.1739,23.16,50,89,7.31,overcast clouds
402,Mongo,TD,12.1844,18.693,78.8,15,22,3.91,few clouds
403,Severo-Yeniseyskiy,RU,60.3725,93.0408,10.58,90,100,11.86,overcast clouds
404,Samarai,PG,-10.6167,150.6667,82.06,81,100,8.86,overcast clouds
405,Wattegama,LK,6.7989,81.4808,74.21,95,99,2.66,overcast clouds
406,Ukiah,US,39.1502,-123.2078,67.89,56,1,0.0,clear sky
407,Belmonte,BR,-15.8631,-38.8828,80.6,84,33,14.47,scattered clouds
408,Voh,NC,-20.9667,164.7,83.86,65,53,2.3,broken clouds
409,Toba,JP,34.4833,136.85,39.2,60,58,5.68,broken clouds
410,Conceicao Do Araguaia,BR,-8.2578,-49.2647,77.22,91,100,3.38,overcast clouds
411,Jalu,LY,29.0331,21.5482,75.81,21,100,11.77,overcast clouds
412,Port-Gentil,GA,-0.7193,8.7815,80.56,83,20,8.05,light rain
413,Sekoma,BW,-24.4,23.8833,75.52,48,4,9.13,clear sky
414,Iwanai,JP,42.9744,140.5089,39.72,86,100,6.49,overcast clouds
415,Shumskiy,RU,54.8318,99.1328,24.15,68,100,11.65,overcast clouds
416,Waipawa,NZ,-41.4122,175.5153,63.23,67,71,5.5,broken clouds
417,Camacha,PT,33.0833,-16.3333,61.56,63,40,10.36,scattered clouds
418,Dali,CN,25.7,100.1833,43.38,79,1,2.44,clear sky
419,Mozhaysk,RU,55.5019,36.0272,32.65,92,100,4.21,overcast clouds
420,Riachao Das Neves,BR,-11.7461,-44.91,72.01,93,65,6.55,broken clouds
421,Schuttorf,DE,52.3167,7.2333,33.94,90,93,7.29,overcast clouds
422,Cheremukhovo,RU,60.3484,59.9851,24.49,87,100,7.0,overcast clouds
423,Davidson,US,36.1501,-86.7833,53.89,46,40,8.05,scattered clouds
424,Bilibino,RU,68.0546,166.4372,-1.19,98,97,3.0,overcast clouds
425,San Luis De Palenque,CO,5.4214,-71.7317,87.71,53,99,5.66,overcast clouds
426,Tigil,RU,57.8,158.6667,-2.69,93,100,5.3,overcast clouds
427,Sulangan,PH,11.1373,123.7228,81.48,80,65,9.95,broken clouds
428,Progreso,MX,21.2833,-89.6667,79.41,66,64,10.16,broken clouds
429,Port Said,EG,31.2565,32.2841,69.78,88,0,4.61,clear sky
430,Port Lincoln,AU,-34.7333,135.8667,61.21,70,1,5.79,clear sky
431,Alexandria,EG,31.2156,29.9553,67.96,83,0,5.75,clear sky
432,Kitimat,CA,54.0524,-128.6534,41.38,100,100,5.19,light rain
433,Javanrud,IR,34.7961,46.5172,48.31,66,13,8.08,few clouds
434,Henties Bay,NA,-22.116,14.2845,60.13,91,0,7.81,clear sky
435,Lubumbashi,CD,-11.6609,27.4794,65.62,77,58,2.19,broken clouds
436,Pingyi,CN,35.5006,117.6308,46.17,89,7,1.95,clear sky
437,Beian,NO,63.6559,9.5683,21.29,93,20,18.41,few clouds
438,Sistranda,NO,63.7256,8.834,21.16,70,92,16.55,light snow
439,Along,IN,28.1667,94.7667,51.49,64,0,1.79,clear sky
440,Padang,ID,-0.9492,100.3543,75.94,88,96,2.93,overcast clouds
441,Bhinmal,IN,25.0,72.25,70.52,40,25,2.64,scattered clouds
442,Meulaboh,ID,4.1363,96.1285,74.34,91,100,4.52,moderate rain
443,Rivera,UY,-30.9053,-55.5508,65.84,95,100,4.16,overcast clouds
444,Pisco,PE,-13.7,-76.2167,71.65,68,0,23.02,clear sky
445,Temba,ZA,-25.3803,28.2631,71.89,51,2,6.55,clear sky
446,Cusuna,HN,15.85,-85.2333,79.32,67,21,5.66,few clouds
447,Kastamonu,TR,41.5,33.6667,44.17,79,69,1.74,broken clouds
448,Colares,PT,38.7992,-9.4469,57.97,88,75,13.8,broken clouds
449,Grand Gaube,MU,-20.0064,57.6608,73.8,70,6,7.23,clear sky
450,Dakar,SN,14.6937,-17.4441,77.13,73,0,4.61,clear sky
451,Clyde River,CA,70.4692,-68.5914,-3.77,84,100,14.97,light snow
452,Oktyabrskoye,RU,43.0645,44.7417,32.14,93,98,4.47,overcast clouds
453,Bayanday,RU,53.0661,105.5139,9.37,96,100,4.88,overcast clouds
454,Cap Malheureux,MU,-19.9842,57.6142,73.89,71,6,7.54,clear sky
455,Smidovich,RU,48.6,133.8167,21.58,96,100,7.34,light snow
456,Orlik,RU,52.5178,99.825,3.45,91,100,4.41,overcast clouds
457,Kavaratti,IN,10.5669,72.642,81.0,78,98,15.66,overcast clouds
458,Svetlyy,RU,54.675,20.1347,35.65,92,100,8.19,light rain
459,Biloela,AU,-24.4167,150.5,74.62,81,81,10.47,broken clouds
460,Gacko,BA,43.1672,18.5353,41.13,98,100,18.3,overcast clouds
461,Alanya,TR,36.5438,31.9998,60.93,68,5,5.55,clear sky
462,Araouane,ML,18.9048,-3.5265,73.29,24,5,11.41,clear sky
463,Los Llanos De Aridane,ES,28.6585,-17.9182,64.15,73,75,19.57,broken clouds
464,Adre,TD,13.4667,22.2,73.58,18,0,11.72,clear sky
465,Trelew,AR,-43.249,-65.3051,78.85,16,63,15.99,broken clouds
466,Sitka,US,57.0531,-135.33,35.49,64,75,13.8,light rain
467,Tshane,BW,-24.0196,21.8684,78.1,31,6,7.49,clear sky
468,Zhangjiakou,CN,40.81,114.8794,30.04,61,100,5.97,overcast clouds
469,Dire Dawa,ET,9.5931,41.8661,67.73,51,4,3.06,clear sky
470,Jiangyan,CN,32.5061,120.1428,54.03,90,90,4.45,overcast clouds
471,Benguela,AO,-12.5763,13.4055,75.88,81,98,6.2,overcast clouds
472,Abnub,EG,27.2696,31.1511,68.22,21,69,5.64,broken clouds
473,Awbari,LY,26.5921,12.7805,72.46,24,99,8.23,overcast clouds
474,Colesberg,ZA,-30.72,25.0972,64.65,44,1,6.42,clear sky
475,Karlshamn,SE,56.1706,14.8619,34.29,87,100,16.64,light snow
476,Kodiak,US,57.79,-152.4072,8.11,56,1,5.75,clear sky
477,Necochea,AR,-38.5473,-58.7368,63.57,86,100,12.84,overcast clouds
478,Balkanabat,TM,39.5108,54.3671,54.25,40,10,3.76,clear sky
479,Malibu,US,34.005,-118.8101,83.68,36,0,6.42,clear sky
480,Mount Isa,AU,-20.7333,139.5,76.77,29,90,10.36,overcast clouds
481,Mangan,IN,27.5167,88.5333,57.16,51,46,6.13,scattered clouds
482,Sept-Iles,CA,50.2001,-66.3821,30.72,69,75,10.36,broken clouds
483,Kahului,US,20.8947,-156.47,80.62,61,20,18.41,few clouds
484,Rondonopolis,BR,-16.4708,-54.6356,83.86,70,87,5.37,overcast clouds
485,Batticaloa,LK,7.7102,81.6924,79.02,84,94,6.44,overcast clouds
486,Novyy Rogachik,RU,48.6768,44.0608,41.9,91,96,8.16,overcast clouds
487,Ojinaga,MX,29.5667,-104.4167,67.15,52,1,4.61,clear sky
488,Fortuna,US,40.5982,-124.1573,53.94,100,90,0.0,overcast clouds
489,Santiago Del Estero,AR,-27.7951,-64.2615,88.3,20,0,12.62,clear sky
490,La Orilla,MX,17.9833,-102.2333,84.42,55,4,10.11,clear sky
491,Alice Springs,AU,-23.7,133.8833,56.75,77,0,0.0,clear sky
492,Gravdal,NO,68.1214,13.5031,28.08,93,75,2.3,light snow
493,Hambantota,LK,6.1241,81.1185,76.66,89,99,5.93,overcast clouds
494,Altay,CN,47.8667,88.1167,14.36,67,5,6.87,clear sky
495,Nelson Bay,AU,-32.7167,152.15,62.65,74,100,6.15,overcast clouds
496,Port Augusta,AU,-32.5,137.7667,57.34,44,0,5.84,clear sky
497,Rio Gallegos,AR,-51.6226,-69.2181,68.05,15,75,39.12,broken clouds
498,Tupik,RU,54.4253,119.9327,-3.69,98,79,2.57,broken clouds
499,Kimbe,PG,-5.5502,150.1429,79.2,85,100,1.88,overcast clouds
500,Sheoganj,IN,25.15,73.0667,68.45,43,14,3.96,few clouds
501,Nyimba,ZM,-14.5566,30.8149,72.19,55,0,6.91,clear sky
502,Asau,RO,46.4333,26.4,41.92,72,100,4.79,overcast clouds
503,Myanaung,MM,18.2833,95.3167,69.78,84,77,7.54,broken clouds
504,Natal,BR,-5.795,-35.2094,84.85,74,20,12.66,few clouds
505,Yar-Sale,RU,66.8333,70.8333,-6.25,94,100,8.1,overcast clouds
506,Tuatapere,NZ,-46.1333,167.6833,58.75,46,22,3.49,few clouds
507,Merauke,ID,-8.4667,140.3333,79.97,80,100,3.74,overcast clouds
508,Nador,MA,35.174,-2.9287,55.65,58,20,20.71,few clouds
509,Salaverry,PE,-8.2333,-78.9667,64.78,89,100,8.84,overcast clouds
510,Trat,TH,12.5,102.5,71.24,87,100,7.31,light rain
511,Makakilo City,US,21.3469,-158.0858,77.32,69,75,9.22,broken clouds
512,San Luis,AR,-33.295,-66.3356,74.64,19,0,15.59,clear sky
513,Teknaf,BD,20.8624,92.3058,68.85,66,33,6.15,scattered clouds
514,Lleida,ES,41.6167,0.6167,45.09,87,90,17.27,overcast clouds
515,Beloha,MG,-25.1667,45.05,64.02,66,4,14.9,clear sky
516,Warrnambool,AU,-38.3833,142.4833,53.64,83,0,10.18,clear sky
517,Madang,PG,-5.2246,145.7966,76.86,90,91,4.29,overcast clouds
518,Chara,RU,56.9064,118.2631,-11.96,85,100,0.09,overcast clouds
519,Sorland,NO,67.667,12.6934,31.86,60,100,14.76,overcast clouds
520,Irtyshskiy,RU,58.3333,68.1333,21.52,82,100,9.98,overcast clouds
521,Vargem Alta,BR,-20.6714,-41.0069,68.56,93,32,1.3,scattered clouds
522,Porto Novo,BJ,6.4965,2.6036,84.02,79,90,8.05,overcast clouds
523,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,66.42,97,100,4.21,light rain
524,Cilegon,ID,-6.0174,106.0538,76.89,86,100,12.59,overcast clouds
525,Kalianget,ID,-7.05,113.9333,74.91,91,100,4.79,light rain
526,Alwar Tirunagari,IN,8.6,77.95,75.6,93,100,9.82,heavy intensity rain
527,Shatsk,RU,54.0258,41.7119,34.63,100,100,5.48,overcast clouds
528,Ouahigouya,BF,13.5828,-2.4216,81.97,13,93,9.13,overcast clouds
529,Porto Santo,PT,33.072,-16.3415,64.31,63,40,10.36,scattered clouds
530,Say,NE,13.1007,2.3689,86.56,15,100,6.71,overcast clouds
531,Urubicha,BO,-15.3833,-62.95,87.89,52,83,5.68,broken clouds
532,Vao,NC,-22.6667,167.4833,75.92,88,22,21.56,few clouds
533,Rock Sound,BS,24.9,-76.2,75.92,65,35,2.1,scattered clouds
534,Yaan,NG,7.3833,8.5667,81.73,31,90,0.6,overcast clouds
535,Kangaatsiaq,GL,68.3065,-53.4641,20.79,65,100,25.19,overcast clouds
536,Tiarei,PF,-17.5333,-149.3333,84.22,79,74,16.2,light rain
537,Manoel Urbano,BR,-8.8389,-69.2597,78.69,93,100,2.3,overcast clouds
538,Zemetchino,RU,53.4973,42.6163,35.02,100,100,5.73,overcast clouds
539,Tambo Grande,PE,-4.9269,-80.3447,90.36,36,71,12.68,broken clouds
540,Muravlenko,RU,63.7898,74.523,-3.53,96,100,7.38,overcast clouds
541,Mangrol,IN,21.1167,70.1167,76.37,51,79,5.41,broken clouds
542,Nome,US,64.5011,-165.4064,-21.93,76,1,3.44,clear sky
543,Yabelo,ET,4.8833,38.0833,59.32,85,84,8.93,broken clouds
544,Flinders,AU,-34.5833,150.8552,56.48,69,64,3.22,broken clouds
545,Oranjemund,NA,-28.55,16.4333,63.21,88,90,5.01,overcast clouds
546,Lubango,AO,-14.9172,13.4925,64.49,51,99,1.3,overcast clouds
547,Magadan,RU,59.5667,150.8,15.44,85,100,3.49,light snow
548,Visby,SE,57.6409,18.296,32.22,86,90,8.05,overcast clouds
549,Batagay-Alyta,RU,67.8006,130.4114,-19.62,93,98,4.14,overcast clouds
550,Mizdah,LY,31.4451,12.9801,57.22,70,9,22.77,clear sky
551,Harper,LR,4.375,-7.7169,79.3,81,64,5.08,broken clouds
552,Sira,IN,13.7453,76.9092,67.78,95,100,7.2,overcast clouds
553,Tiksi,RU,71.6872,128.8694,-13.72,99,99,6.53,overcast clouds
554,Krasnyy Chikoy,RU,50.3643,108.7512,10.78,96,100,1.86,overcast clouds
555,Corumba,BR,-19.0092,-57.6533,93.11,49,75,8.05,broken clouds
556,Karaton,ID,-6.3424,106.1045,75.36,95,100,4.63,overcast clouds
557,Novyy Svit,UA,47.8059,38.0211,51.71,98,100,13.69,overcast clouds
558,Russellville,US,35.2784,-93.1338,60.53,40,0,4.79,clear sky
559,Inongo,CD,-1.95,18.2667,70.83,91,96,1.54,overcast clouds
560,Tibiri,NE,13.5627,7.0485,78.04,12,100,9.26,overcast clouds
561,Sungairaya,ID,0.7,108.9,73.83,88,97,4.92,overcast clouds
562,North Bend,US,43.4065,-124.2243,53.51,100,90,6.91,mist
563,Yanam,IN,16.7333,82.2167,75.63,80,100,6.33,overcast clouds
564,Vanimo,PG,-2.6741,141.3028,77.32,89,99,5.5,overcast clouds
565,Najran,SA,17.4924,44.1277,63.25,37,3,0.51,clear sky
566,Reisterstown,US,39.4696,-76.8294,53.49,67,98,8.86,overcast clouds
567,Skelleftea,SE,64.7507,20.9528,8.96,85,90,5.75,overcast clouds
568,Remedios,CU,22.4947,-79.5458,75.54,71,57,7.45,broken clouds
569,Bridgetown,BB,13.1,-59.6167,84.69,70,40,14.97,scattered clouds
570,Ifo,NG,6.8144,3.1958,83.82,78,98,6.38,overcast clouds
571,Fairbanks,US,64.8378,-147.7164,-29.2,75,1,0.0,clear sky
572,Stara Synyava,UA,49.6032,27.6191,41.61,94,69,7.11,broken clouds
573,Yongan,CN,39.6957,113.6871,33.82,85,100,3.89,overcast clouds
574,Shingu,JP,33.7333,135.9833,43.18,70,0,5.08,clear sky
575,Pachelma,RU,53.2443,43.3521,34.93,100,100,5.93,overcast clouds
576,Payakumbuh,ID,-0.2202,100.6308,68.11,96,99,3.87,overcast clouds
577,San Rafael Del Sur,NI,11.8485,-86.4384,90.57,47,0,6.8,clear sky
578,Cuamba,MZ,-14.8031,36.5372,71.92,60,0,3.71,clear sky
579,Soe,ID,-9.8607,124.284,67.28,88,100,3.2,overcast clouds
580,Smoky Lake,CA,54.1169,-112.4686,36.36,93,100,5.75,overcast clouds
581,Cairns,AU,-16.9167,145.7667,76.95,88,90,4.61,light intensity shower rain
582,Jizan,SA,17.3333,42.6667,81.54,66,1,3.91,clear sky
583,Winnemucca,US,40.973,-117.7357,53.65,32,1,4.61,clear sky
584,Hutchinson,US,38.0608,-97.9298,55.35,33,1,6.91,clear sky
585,Abadan,IR,30.3392,48.3043,57.15,58,0,9.22,clear sky
586,Jamapa,MX,19.0333,-96.2333,77.95,70,100,8.88,overcast clouds
587,Ambon,ID,-3.6954,128.1814,81.45,74,97,3.4,overcast clouds
588,Muros,ES,42.7762,-9.0603,52.3,82,77,13.85,broken clouds
589,Wad Madani,SD,14.4012,33.5199,86.18,32,0,10.31,clear sky
590,San Andres,CO,12.5847,-81.7006,80.62,89,75,11.5,broken clouds
591,Deputatskiy,RU,69.3,139.9,-12.33,96,100,5.1,overcast clouds
592,Matara,LK,5.9485,80.5353,75.13,91,100,3.8,light rain
593,Sur,OM,22.5667,59.5289,73.51,59,0,0.89,clear sky
594,Birjand,IR,32.8663,59.2211,43.27,49,0,9.22,clear sky
595,Ugoofaaru,MV,5.6667,73.0,80.02,80,99,12.88,heavy intensity rain
596,Mocuba,MZ,-16.8392,36.9856,67.42,84,0,0.25,clear sky
597,Swan River,CA,52.1058,-101.2676,17.49,86,100,6.91,overcast clouds
598,Imatra,FI,61.1719,28.7524,19.78,86,100,9.73,overcast clouds
599,Fatehpur,IN,25.9333,80.8,63.19,47,92,4.23,overcast clouds
600,Verkh-Usugli,RU,52.7,115.1667,1.29,94,100,1.92,overcast clouds
601,Mangai,CD,-4.05,19.5333,69.64,97,94,0.67,overcast clouds
602,Khandbari,NP,27.3747,87.2039,54.27,70,12,3.38,few clouds
603,Pochutla,MX,15.7432,-96.4661,85.05,49,98,6.62,overcast clouds
604,Evensk,RU,61.95,159.2333,15.71,95,100,3.65,light snow
605,Henderson,US,36.0397,-114.9819,72.59,12,1,5.75,clear sky
606,Mehamn,NO,71.0357,27.8492,14.18,92,36,15.05,scattered clouds
607,Flin Flon,CA,54.7682,-101.865,15.64,73,90,5.75,overcast clouds
608,Ertil,RU,51.8406,40.8056,42.04,95,100,7.09,overcast clouds
609,Jaroslaw,PL,50.0162,22.6778,40.91,93,100,12.37,light rain
610,Kudahuvadhoo,MV,2.6708,72.8944,82.74,69,98,16.67,overcast clouds
611,Grand-Lahou,CI,5.1367,-5.0242,79.48,83,4,7.94,light rain
612,High Rock,BS,26.6208,-78.2833,75.22,62,88,4.85,overcast clouds
613,Cedar City,US,37.6775,-113.0619,58.06,25,0,3.83,clear sky
614,Zolotyy Potik,UA,48.9095,25.3393,41.09,85,82,7.38,broken clouds
615,Sambava,MG,-14.2667,50.1667,76.6,85,48,7.96,light rain
616,Inuvik,CA,68.3499,-133.7218,-11.99,77,75,11.5,light snow
617,San Quintin,MX,30.4833,-115.95,72.54,36,0,10.83,clear sky
618,Shirokiy,RU,49.758,129.523,12.9,85,100,12.41,overcast clouds
619,New Amsterdam,GY,6.25,-57.5167,79.03,80,63,5.17,broken clouds
620,Mosquera,CO,4.7059,-74.2302,64.49,68,40,11.5,scattered clouds
621,Carson City,US,39.1638,-119.7674,65.14,26,1,0.0,clear sky
622,Heerenveen,NL,52.95,5.9333,42.78,63,19,11.88,few clouds
623,Honiara,SB,-9.4333,159.95,82.56,77,100,2.91,overcast clouds
624,Hudson Bay,CA,52.85,-102.3842,23.85,84,100,6.17,overcast clouds
625,Aberdeen,GB,57.1437,-2.0981,34.29,93,75,12.66,broken clouds
626,Policoro,IT,40.2115,16.6726,54.9,68,57,15.1,broken clouds
627,Quatre Cocos,MU,-20.2078,57.7625,73.51,71,4,4.79,clear sky
628,Luwuk,ID,-0.9516,122.7875,77.07,84,100,3.85,moderate rain
629,Ciudad Bolivar,VE,8.1222,-63.5497,85.96,58,100,8.32,overcast clouds
630,Sorong,ID,-0.8833,131.25,78.48,85,100,4.41,overcast clouds
631,Salobrena,ES,36.7428,-3.5872,41.7,45,4,13.27,clear sky
632,Ilesha,NG,7.1371,5.2583,75.0,87,21,3.09,few clouds
633,Iwaki,JP,37.05,140.8833,40.48,65,0,5.95,clear sky
634,Marystown,CA,47.1666,-55.1483,43.75,81,90,11.99,overcast clouds
635,Eyl,SO,7.9803,49.8164,77.45,72,38,15.9,scattered clouds
636,Mbanza-Ngungu,CD,-5.25,14.8667,69.08,91,100,3.0,light rain
637,Luena,AO,-11.7833,19.9167,62.49,97,100,4.09,light rain
638,Tahta,EG,26.7693,31.5021,68.11,16,80,4.18,broken clouds
639,Buala,SB,-8.145,159.5921,82.69,78,79,7.11,light rain
640,Lianyuan,CN,27.6883,111.6642,53.37,64,48,1.99,scattered clouds
641,Si Chiang Mai,TH,17.9564,102.5867,63.59,81,86,0.43,overcast clouds
642,Goure,NE,13.9835,10.2704,75.0,13,11,8.05,few clouds
643,Tautira,PF,-17.7333,-149.15,84.22,80,90,18.66,light rain
644,Brae,GB,60.3964,-1.353,31.91,54,100,6.82,overcast clouds
645,Gander,CA,48.9682,-54.5906,39.33,70,20,20.71,few clouds
646,Oyon,PE,-10.6681,-76.7731,46.51,96,100,6.31,overcast clouds
647,Parasia,IN,22.2,78.7667,58.62,45,100,3.71,overcast clouds
648,Florianopolis,BR,-27.6146,-48.5012,72.63,78,75,12.66,light rain
649,Bajil,YE,15.0584,43.2851,81.32,62,0,3.51,clear sky
650,Barabai,ID,-2.5833,115.3833,72.14,98,100,0.47,overcast clouds
651,Zhezkazgan,KZ,47.8043,67.7144,21.09,70,51,9.95,broken clouds
652,Sinazongwe,ZM,-17.2614,27.4618,78.75,47,5,5.46,clear sky
653,Banda Aceh,ID,5.5577,95.3222,77.36,82,98,2.84,overcast clouds
654,Tura,IN,25.5198,90.2201,59.22,62,5,3.49,clear sky
655,Alta Gracia,AR,-31.6529,-64.4283,75.97,25,4,11.92,clear sky
656,Garowe,SO,8.4054,48.4845,73.98,51,12,12.15,few clouds
657,Saint Pete Beach,US,27.7253,-82.7412,69.85,47,100,11.23,overcast clouds
658,Ituporanga,BR,-27.4144,-49.6025,78.28,74,100,0.22,overcast clouds
659,Veraval,IN,20.9,70.3667,76.35,46,57,6.15,broken clouds
660,Derzhavinsk,KZ,51.1,66.3167,8.91,77,100,4.03,overcast clouds
661,Abu Dhabi,AE,24.4667,54.3667,77.11,57,0,8.05,clear sky
662,Rorvik,NO,64.8621,11.2373,21.31,73,0,12.66,clear sky
663,Hobbs,US,32.7026,-103.136,61.39,27,0,6.6,clear sky
664,Hisai,JP,34.6667,136.4667,39.0,69,65,2.75,broken clouds
665,Qorveh,IR,35.1664,47.8045,44.22,56,41,5.99,scattered clouds
666,Vestmanna,FO,62.1564,-7.1664,34.72,80,90,4.61,light intensity drizzle
667,Mackay,AU,-21.15,149.2,73.38,100,90,6.91,light intensity shower rain
668,Port Macquarie,AU,-31.4333,152.9167,62.56,80,100,6.22,overcast clouds
669,Tommot,RU,58.9564,126.2925,-10.32,98,92,2.37,overcast clouds
670,Okoneshnikovo,RU,54.8377,75.0834,11.1,90,38,6.93,scattered clouds
671,Praia,CV,14.9215,-23.5087,75.74,69,40,24.16,scattered clouds
672,Norden,DE,53.6,7.2,37.38,77,93,20.89,light rain
673,Naryan-Mar,RU,67.6713,53.087,-7.08,100,85,5.75,overcast clouds
